salary,city,company,company_size,tag,work_experience,company_address,job_description,education,age,job_title
面议," 
北京
",爱赛因斯科技,公司规模：1-49人,"年底双薪,绩效奖金,带薪年假,扁平管理,领导好,五险一金,岗位晋升",3年以上经验,公司地址：朝阳区融创动力文化创意产业园b座,"岗位职责：
1. 负责公司平台产品的整体规划和产品方案设计（偏重交互、流量增长、节点分析算法方面）；
2. 依据公司的总体战略&产品规划，负责相关系统各个功能模块的详细产品需求文档的编写；
3. 组织、协调与产品研发相关的各种资源、工作，实现产品的发展策略、目标；
4. 关注本产品线日常运营问题，提出完善本产品线的方案并实施。
任职资格：
1、本科以上学历，3年以上产品经理经验，有较强的逻辑推理分析能力；
2、对软件外包行业或了解SEO经验者优先；
3、有创业热情、愿意深入产品经方向者优先。
                            ",本科及以上,年龄不限,产品经理——交付、流量正常算法
面议," 
北京
",爱赛因斯科技,公司规模：1-49人,"年底双薪,绩效奖金,带薪年假,扁平管理,领导好,五险一金,岗位晋升",3年以上经验,公司地址：朝阳区融创动力文化创意产业园b座,"岗位职责：
1. 负责公司平台相关产品的整体规划和产品方案设计（偏重软件技术类供应商管理，供应商服务质量评定等）；
2. 依据公司的总体战略&产品规划，负责相关系统各个功能模块的详细产品需求文档的编写；
3. 组织、协调与产品研发相关的各种资源、工作，实现产品的发展策略、目标；
4. 关注本产品线日常运营问题，提出完善本产品线的方案并实施。
任职资格：
1、本科以上学历，3年以上产品经理经验，有较强的逻辑推理分析能力；
2、对软件外包行业有了解者优先；
3、有创业热情、愿意深入产品经方向者优先。
                            ",本科及以上,年龄不限,产品经理
面议," 
北京
",云袭网络发展(北京)有限公司(分支机构),公司规模：50-99人,"弹性工作,定期体检,地铁周边",5年以上经验,公司地址：朝阳区大屯里金泉广场1单元1509,"岗位职责：
1.负责商业产品-广告的产品方案设计和项目进度跟进。收集管理客户用户需求，进行市场竞品分析，制定有效的广告产品方案。
2.研究广告市场和行业发展情况，分析竞争对手及其他广告产品，制定广告产品的短期和长期发展规划、目标和策略；
3.负责对接业务销售部门的需求，通过数据分析，发现问题，挖掘可优化空间，并输出可行的解决方案，提升广告的营收同时保障用户体验；
4.负责对接技术团队制定及优化技术落地方案，并落实项目管理。
5.负责编辑BRD、MRD、PRD等商业产品及技术产品文档。
任职要求：
1.有2年以上广告投放相关工作经验（非常重要），熟悉互联网广告市场和产品
2.对数据敏感，善于从数据中找到规律并发现问题；对广告市场敏感，善于发现国内外新的广告模式，并引入到工作中；
3.拥有较强的驱动力和沟通能力，能协调多个项目推进产品方案落地；具有较强的抗压能力，承担营收相关压力。

",学历不限,25-35岁,程序化广告产品经理
面议," 
北京
",聚力传媒上海,公司规模：1000-2000人,"年终奖金,五险一金,午餐补助,公司规模大,管理规范,交通补助,年底双薪,通讯津贴,带薪年假,定期体检,节日礼物",1年以上经验,公司地址：北京市朝阳区慈云寺桥北里210号 远洋国际中心二期E座16F ,"职位描述：
负责与技术、运营、项目人员进行沟通，协调资源，跟进产品的整个设计开发进程，推动、控制、协调产品的开发与发布；
针对业务需求对CMS后台进行升级改造及功能设计，促进内容管理系统的平台化和规范化；
合相关的市场、商务部门，在产品层面面对合作类项目予以支持；
制定产品业务规范，整理及完善产品文档、业务流程及相关内容； 
完成部门交代的其他事项；
职位要求：
有1年及以上互联网产品或软件设计及项目管理经验，熟练使用axure等工具软件。
良好的沟通及需求分析能力，责任心强。  
有大型门户网站或CMS相关工作经历者优先；  
本科或以上学历，计算机、管理信息系统等专业优先；

",本科及以上,年龄不限,CMS产品经理
12-24万," 
北京
",学科网,公司规模：500-999人,"绩效奖金,带薪年假,弹性工作,节日礼物,领导好,扁平管理,生育补贴,团队聚餐,岗位晋升,技能培训,外派津贴,发展空间大,优秀员工奖,全勤奖,公司规模大",3年以上经验,公司地址：房山区良乡首发物流商务楼,"职位名称：产品高级经理/产品经理              
所属部门：策划分中心
工作汇报：中心总监王慧或二级部门经理
招聘人数：2人
福利：提供住宿，有班车
负责产品：
1.中学学科网（网校通）
2. E卷通  
3．对外合作项目
部门人员：部门现有16人，大部分为产品经理和产品策划人员，有少量编辑及运营人员，这些人员分属3个二级部门，分别是产品策划部、信息服务部、项目合作部
    岗位职责：
1.深刻理解市场和客户对产品的需求，制定短期及长期产品目标、策略和计划；
2.通过新产品设计和已有产品的优化满足市场需求，创造最大化的市场价值；
3.负责产品的完整规划，优化和完善现有流程，挖掘用户需求；
4.与技术、市场等团队密切配合，确定最佳技术实施方案及合理的执行计划；
5.在产品的设计、开发、发布、运营、培训、推广等不同阶段把握产品的方向和质量；
6.负责产品需求文档、用户手册的编写组织工作；
7.负责产品开发中需求解释以及上线后功能确认；
8.协助市场、营销等部门完成产品营销推广计划；
9.负责公司产品用户反馈监控，和公司产品的用户体验舆情监控；
10.负责竞争对手的产品跟踪分析，根据市场反馈和用户需求，不断改善产品功能。
任职要求：
1. 3年以上工作经验，具有产品策划或产品运营经验。
2. 熟悉平台类产品，准确把握用户需求，可提供切实可行的产品及运营方案；
3. 资源库、题库建设经验
4. 较强的执行力与项目管理和推动能力；
5. 具备出色的口头表达能力及沟通协调能力；
6. 工作积极主动，执行、推进力强，热爱创新；
7. 熟悉教育类平台及产品者优先。
                            ",统招本科,年龄不限,产品经理（良乡）
12-24万," 
北京
",绿欣科技发展(北京)有限公司,公司规模：100-499人,"绩效奖金,交通补助,午餐补助,定期体检,弹性工作,全勤奖,节日礼物,五险一金",3年以上经验,公司地址：北京市海淀区中关村北街127号北大科技园205,"职责描述：
1、负责移动安全业务的产品规划设计，包括竞品分析、需求设计、原型设计；
2、负责公司后续的服务和产品进度管理。
任职要求：
1、熟悉互联网/移动互联网领域主流产品，有成型产品全流程设计及实施经验；
2、对用户体验有深刻理解，能够将业务需求和用户需求转化为产品原型并加以实施；
3、原型设计能力出色，熟练撰写PRD文档，精通各类主流原型设计工具；
4、具备产品管理和项目管理能力，并有成功案例可提供；
5、2年以上互联网/移动互联网主流企业产品经理工作经验，有APP产品经验等优先。

",统招本科,年龄不限,产品经理
12-24万," 
上海
",凹凸租车,公司规模：100-499人,"发展空间大,绩效奖金,带薪年假,弹性工作,节日礼物,领导好,扁平管理,团队聚餐,五险一金,岗位晋升,技能培训,管理规范,交通补助,定期体检,公司规模大,优秀员工奖",3年以上经验,公司地址：上海市徐汇区乐山路33号交大慧谷1号楼500室,"岗位职责：
1、 负责移动客户端产品的规划与管理，撰写产品需求文档；
2、 与开发、UX、运营及市场团队紧密配合，推进产品版本迭代；
3、 跟踪产品数据与用户反馈，不断改善用户体验，提升用户留存。
 
任职要求：
1、 本科及以上学历，4年以上移动端产品工作经验，有电商、O2O或社区产品经验优先；
2、 良好的需求分析与产品规划能力，对数据敏感；
3、 责任心强，有良好的沟通协调能力；
4、 熟练使用Axure、Office等软件；
5、 有百万日活用户以上产品管理经验优先。
                            ",本科及以上,年龄不限,移动端高级产品经理
8-12万," 
北京
",新网域名解析,公司规模：500-999人,"交通补助,午餐补助,带薪年假,节日礼物,免费班车,岗位晋升,五险一金,团队聚餐,公司规模大",3年以上经验,公司地址：亦庄开发区数码庄园,"岗位职责：
1、 负责开发和跟进企业级目标客户，挖掘潜在客户需求并定期跟踪、拜访、总结，完成销售考核任务。
2、 根据客户需求，与解决方案部门合作为客户提供完善、可实施的云计算解决方案，并进行方案讲解和演示。
3、 定期维护客户，促进长期、良好、稳固的客户关系。
4、 根据客户需求和市场变化，对公司云计算产品和服务提出合理化改进建议。
5、 协调内部资源，在重大项目上协助参与客户的运营和交付流程。
任职要求：
1、  本科及以上学历，3年以上销售工作经验；有一定技术背景，计算机及相关专业优先。
2、  解决方案型销售，能够在了解客户的业务的基础上提出针对行业客户的解决方案
3、 熟悉企业IT采购流程，有大型项目的把控经验和能力；
4、 熟悉云计算领域，具备独立开发大客户的能力，有云计算相关产品销售经验者优先；
5、 有解决方案能力，善于从客户的业务出发结合解决方案来实现客户价值；
6、 有较强的沟通表达和商务处置能力；善于团队合作，有较强的抗压能力。
                            ",大专及以上,年龄不限,云计算产品销售经理
面议," 
北京
",银客网,公司规模：500-999人,"绩效奖金,带薪年假,交通补助,免费午晚餐",3年以上经验,公司地址：北京市海淀区中关村西区23号互联网金融中心15层01号,"岗位职责：
1、结合公司发展战略，实施金融资金端产品的前后端设计开发；
2、根据业务需求，撰写详细的产品设计文档和原型设计文档；
3、根据产品数据，制定产品改进目标和优化建议；
4、协调和推动UI、研发和测试，以确保产品目标实现；
5、负责产品上线以后的数据、用户行为分析，并进行BUG跟踪、收集改进意见、提供改进方案；
6、定期对相关竞品进行跟踪和分析，及时掌握竞品动态，并持续改善产品；
7、跟踪产品效果，提出设计改善方案，保证产品具有良好的使用体验。
任职要求：
1、本科以上学历，3年以上工作经验，具有金融行业经验者优先；
2、熟悉互联网产品工作流程，能够独立高效完成既定任务，能够自我驱动，能够全流程把控复杂核心产品设计，快速实现阶段性目标的达成；
3、善于学习与思考，能够迅速抓住问题的重点和节点，迅速解决问题；
4、遵循但不拘泥固有的流程和方案，知道什么是做正确的事。
5、我们需要足够聪明机灵，学历能力足够强的你。
                            ",本科及以上,年龄不限,产品经理
面议," 
北京
",客如云科技(北京)股份有限公司,公司规模：1000-2000人,"带薪年假,节日礼物,年度旅游,定期体检,五险一金,上市公司,管理规范",3年以上经验,公司地址：北京市东城区新中西街2号楼新中大厦,"岗位职位：
1.根据公司产品规划，负责聚合支付、账户体系金融产品与系统的需求调研、分析，撰写相关的产品文档；
2.负责协调研发及公司其它相关部门人员，完成支付产品建设和运营上线；
3.完成产品相关项目和工作的推进，并负责积极协调相关部门，及时跟进产品端到端的实施；
4.通过对产品核心数据、行业数据、用户数据等信息的收集和分析，挖掘出产品优化改进的策略；
5.关注业界动态和客户对于产品各项功能的反馈，研究行业发展趋势，对现有产品持续优化改进升级。
任职要求：
1.全日制本科及以上学历，金融、计算机、管理等相关专业；
2. 三年以上工作经验，其中一年以上第三方支付、银行或者其它银行卡收单相关行业经验；
3.熟悉聚合支付产品业务流程，能够很好协调好市场、业务、开发、测试、财务、清算等各方工作，有钱包产品设计经验者优先；
4.熟练使用常用办公软件，熟练使用visio、axure等软件。
5. 具有强烈的责任心及抗压能力。
                            ",统招本科,年龄不限,支付产品经理
10-12万," 
珠海-香洲区
",珠海爱加爱科技发展有限公司,公司规模：50-99人,"年底双薪,绩效奖金,带薪年假,年度旅游,领导好,五险一金,发展空间大",3年以上经验,公司地址：九洲大道中海大厦富华里,"岗位职责： 
1、负责产品的规划、对接，保障产品用户价值实现，包括用户需求分析、市场和竞品分析、产品功能的设计等； 
2、协调资源推动产品功能实施，跟进项目的进度，与内外部团队有效沟通，提高项目整体质量； 
3、负责产品上线后的跟踪优化和运营数据工作，持续推进产品优化能实施，跟进项目的进度； 
4、用户需求调研和用户使用行为分析； 
5、负责与协助产品上线以后的改进， 跟踪、收集改进意见、提供改进方案还有产品售后问题；
                            ",本科及以上,年龄不限,产品经理
12-18万," 
上海
",海天下网络科技有限公司,公司规模：50-99人,"五险一金,团队聚餐,发展空间大",5年以上经验,公司地址：普陀区金沙江路1518弄2号近铁城市广场北座,"岗位职责：
1、制定所负责产品的战略计划包括产品的设计、开发管理和实施，及后期的市场营销；
2、寻找新的应用以促进产品的销售并延长产品生命周期；
3、负责公司内部与生产该系列产品相关的职能部门间的协调工作。
4、依据产品特性及卖点，制定、执行产品行销策略，提升品线销售业绩及市场占有率。
5、与销售团队、市场推广团队紧密合作执行并监督新产品的发布活动；
任职要求：
1、大专及以上学历，市场营销、管理类、广告类或相关专业优先考虑；
2、熟悉公关媒体品牌推广运作，具有出色的品牌策略能力及整合传播技巧；
3、品牌意识强，具有出色提案能力和沟通技巧,有大型相关策划实务操作经验及成功品牌策划案例；
4、对市场有灵敏的触觉和较强的资讯搜集能力,能独力操作品牌营销工作。
5、有生鲜专业背景或经验者优先考虑。
                            ",大专及以上,年龄不限,产品经理
10-18万," 
北京
",北京此时此地信息科技有限公司,公司规模：1-49人,"五险一金,扁平管理,领导好,节日礼物",3年以上经验,公司地址：百子湾路29号院,"广告产品经理
岗位责任：
1、负责公司新产品广告形态的设计和创新，包括但不限于：售卖机制、展现形态、策略设计等；
2、与开发、UX、商务等部门紧密合作, 探索新的变现场景和形式；
1、adexchange、DSP、媒体或互联网广告产品经验。
2、熟悉广告商业化价值逻辑和业态进展及演变趋势，在技术、创意等关键方向上有深入研究；
3、具有敏锐的市场嗅觉，有媒体广告变现经验；
4、数据驱动：对数据分析，分析工具有深入理解和经验，并有能力独立深入挖掘数据，发现机会、解决问题；
5、以上三点至少具备两点，互联网技术广告公司、广告数据分析类公司从业经验优先。
                            ",本科及以上,25-40岁,广告产品经理
18-30万," 
上海
",上海鱼耀金融信息服务有限公司,公司规模：100-499人,"年底双薪,带薪年假,定期体检,弹性工作,年度旅游,免费班车,领导好,扁平管理,技能培训,岗位晋升,五险一金,发展空间大,团队聚餐,节日礼物,管理规范",1年以上经验,公司地址：长宁区金钟路607号统一企业广场D区5楼,"岗位职责：
1、负责公司风控产品线的需求分析设计、实施，以及需求文档的编写； 
2、负责产品的功能及流程验收测试，保证项目进度和品质； 
3、设计风控方向产品业务流程； 
4、风控系统的日常问题处理定位分析与跟踪； 
5、产品运营数据日常整理与分析，系统运营质量日常监控，对产品持续改进。 
任职要求： 
1、1年以上互联网金融行业或互联网相关行业工作经验，有风控系统产品工作经验优先； 
2、熟练使用SQL，可编写存储过程，可进行一定的数据分析，对相关技术知识有一定的了解； 
3、熟悉互联网金融风控产品整体实现过程，包括需求分析，方案设计，项目管理； 
4、熟练使用office，viso, Axure等工具； 
5、思维清晰，具备较强的执行力及抗压性； 
6、具有良好的团队合作精神，具备良好的团队沟通与协作能力。
                            ",本科及以上,年龄不限,风控产品经理
12-18万," 
北京
",信用宝,公司规模：500-999人,"管理规范,技能培训,岗位晋升,五险一金,节日礼物,领导好,扁平管理,发展空间大,团队聚餐,午餐补助,绩效奖金,带薪年假,子女福利",3年以上经验,公司地址：东城区东中街40号元嘉国际A座303,"岗位职责:
1、互联网金融产品的产品规划、市场调研、用户调研、需求分析、用户体验设计；
2、研究运营数据和用户反馈，开展用户研究工作，制订产品优化方案，以提升用户体验；
3、配合运营团队调整运营策略，提高服务质量和转化率；
4、承接市场、客服、运营等部门的业务需求；
5、与设计、研发团队的紧密协作，执行产品迭代计划。
 任职要求:
1、本科以上学历，3年以上互联网产品经理相关经验，有互联网金融产品经验优先；
2、至少参与过一个以上移动互联网产品的完整迭代周期；
3、一定的文档编写能力，熟练使用office、Visio、Axure、MindManager等工具；
4、热爱并关注移动互联网的新事物和用户行为变化；
5、有良好的审美观，以用户为中心的思维方式；
6、优秀的定量分析能力和严密的逻辑思维能力，出色的语言、沟通、组织和协调能力；敏锐的市场意识、良好的运营思维和创新意识。
                            ",本科及以上,25-30岁,产品经理
12-18万," 
广州
",联邦车网,公司规模：100-499人,"周末双休,五险一金,弹性工作,带薪年假,岗位晋升,节日礼物,领导好",3年以上经验,公司地址：广州市海珠区万胜围万胜广场C塔27层,"岗位职责：
1、负责运营数据统计，运营工具，运营后台的等支撑系统设计；
2、对接运营部门工作，配合和协助其活动策划方案落地；
3、能制定合理的版本演进路线和迭代计划；
4、负责日常运营需求管理和收集，数据分析；
任职要求：
1、良好的沟通、说服能力；
2、有互联网产品设计、运营和版本迭代经验，有经历一个或以上 完整产品生命周期 经验者优先；
3、有大型运营活动策划成功案例，或运营支撑经验者优先；
4、对产品交互，用户体验有自己的理解和判断准则；
5、良好的业界视野和商业触觉，对行业现状和未来发展有自己独到的理解和判断；
6、优秀的数据分析和逻辑推演能力；
                            ",大专及以上,年龄不限,产品经理（运营）
12-18万," 
北京-海淀区
",九次方,公司规模：500-999人,"五险一金,带薪年假,发展空间大",1年以上经验,公司地址：北京市海淀区王庄路清华同方科技广场D座16层,"1.负责移动端、pc端产品线的需求分析、产品规划、设计和产品生命周期管理；
2.结合用户需求和产品技术架构，完成新产品/功能的概念设计和原型展示，并协调市场、开发、运营 ；
3.完成产品需求文档，功能定义，交互设计等详细设计文档；
4.产品运营数据分析，发现用户需求，通过数据指导产品迭代，提升用户体验；
5.研究用户及市场发展趋势，提供建设性意见。
6.具有一定的金融方面知识储备，了解银行、证券、基金业务
7.工作年限1~3年
                            ",本科及以上,年龄不限,产品经理
18-30万," 
深圳-罗湖区
",智付科技集团有限公司,公司规模：500-999人,"带薪年假,定期体检,年度旅游,节日礼物,领导好,扁平管理,五险一金,团队聚餐,公司规模大,休闲餐点,发展空间大,优秀员工奖,周末双休",3年以上经验,公司地址：畔山路85号叮叮电商大厦,"岗位职责：
1、根据公司的要求和市场的需求设计相关的行业解决方案，并推动各部门（商管、风控、市场、技术等）按计划完成产品的上线；
2、跟踪、观察竞争对手产品、用户情况，定期进行分析；
3、调查行业和政策导向，对业务运营给予支持，通过数据分析定位业务发展的问题，挖掘业务发展潜力； 
4、负责前端及管理后台的产品交互设计工作，包括产品原型图和流程图设计、功能需求文档撰写；
5、持续根据运营数据及用户反馈对产品进行优化和改进。
任职要求：
1、本科以上学历，3年以上相关工作经验，有互联网支付、金融产品设计经验者优先； 
2、熟悉产品实施过程，包括市场分析、需求分析、产品功能设计、业务流程设计、界面设计、用户研究和可用性测试等； 
3、具有较强的沟通能力、逻辑能力和产品设计能力，有敏锐的市场洞察力，具备较强分析能力； 
4、较强的用户需求判断、引导、控制能力，具有非常好的书面和口头表达能力； 
5、具有强烈的责任心和上进心，思维敏捷，积极主动，能承受工作压力；
6、能主动驱动自己，面对复杂情况能够独立工作。
​
                            ",本科及以上,年龄不限,高级产品经理
12-18万," 
北京
",客如云科技(北京)股份有限公司,公司规模：1000-2000人,"五险一金,岗位晋升,上市公司,休闲餐点,公司规模大,优秀员工奖,节日礼物,带薪年假,团队聚餐",3年以上经验,公司地址：北京市东城区新中西街2号楼新中大厦,"岗位职责：
1、负责公司各个产品线产品的市场化工作；
2、根据公司产品市场规划，进行亮点挖掘、文字包装、撰写案例并进行传播；
3、承接公司级各产品核心价值和卖点提炼，并进行产品包装，包装形式包括但不限于官网、宣传册、视频、PPT、图片、培训；
4、与市场部其他团队配合，完成产品内容价值传递及传播推广；
5、结合市场情况，完成行业数据搜集、分析并形成产品及竞品相关报告；
6、针对公司海外目标市场，统筹产品的本地化市场方案。
任职要求:
1、本科及以上学历，2年以上软件行业或互联网行业产品或市场工作经验；
2、优秀的品牌意识和创意策划能力，能组织产品进行市场化，包括撰写完整的策划传播方案并跟进执行，对执行的结果有明确的数据追踪。
3、能够准确捕捉产品亮点，敏锐洞悉用户的需求和变化，具备恰如其分的文字表现能力、丰富创意策划力；
4、良好的交际沟通能力和分析判断力，高度的责任感，工作积极主动，善于多部门沟通协作；
5、敏锐的市场反应及市场洞察能力，有较强的策略思考能力和逻辑思维能力；
6、良好的英文表达能力

",大专及以上,年龄不限,产品市场经理
18-30万," 
北京
",哗啦啦,公司规模：100-499人,"带薪年假,公司规模大,年底双薪,节日福利,技术大牛,互联网,外卖,B2B B2C",3年以上经验,公司地址：北京市西城区西环广场T1，22楼,"1. 打造商家自运营的外卖对接平台；
2. 负责完成产品需求文档（PRD），功能定义，交互设计等需求设计文档；
3. 规划和梳理产品需求，与设计、研发及其他部门和平台协作，推动需求上线，跟进数据分析并迭代优化。
任职资格：(不符合要求者，请勿投递)
1. 正规本科（含）以上学历；
2. 三年以上B2B/B2C大中型互联网产品经理经验，热爱互联网和O2O行业；
3. 熟悉B2B产品、外卖产品的用户体验和业务流程；
4. 同时具备2B和2C的设计经验和理解，涉猎大量同行业、同类型应用设计，并有独立、深入的理解和成功的实际应用；
5. 对交互和视觉设计有敏锐的感知和判断力；
6. 逻辑缜密，思路清晰，性格开朗；
7. 有出色的表达能力、沟通能力、执行力和自驱力。
行业标杆，高速成长， 团队活跃，平台广阔，交通便利！
前景，专注于本地生活的广泛领域——餐饮O2O；
晋升，广阔的职业发展空间，越努力你就越幸运；
氛围，那是年轻人的世界，公司营造各种交流机会；
环境，舒适高大上的办公环境，西直门地标建筑，没有雾霾还可看见西山落日。
哗啦啦期待你的加入！

",统招本科,25-35岁,产品经理
18-30万," 
北京-海淀区
",资质管家(北京)信息技术有限公司,公司规模：100-499人,"绩效奖金,带薪年假,年度旅游,节日礼物,领导好,技能培训,优秀员工奖,全勤奖,年终奖,加班费,双休",2年以上经验,公司地址：北四环西路66号中国技术交易大厦A座1210,"【关于工作】
1.直接和CEO沟通，制定产品策略，WEB端产品设计；
2.具备一定的交互和审美，配合跟进UI进行产品视觉设计；
3.对接技术，沟通需求，讨论解决方案，完成产品功能测试，项目上线等实施过程；
4.协助处理项目产品开发过程中的问题，确保开发进度及产品、设计方案的统一。
 
【关于你】
1.能够独立完成产品设计，熟练使用设计软件和撰写设计文档；
2.较好的表达能力，良好的跨部门沟通和项目协调能力，结果导向思维；
3.优秀的分析判断能力和方案设计能力，对数据敏感，具备一定的无授权领导能力和影响能力；
4.独立思考，思路清晰，心态开放，善于学习和总结。
5.具有2年以上web端产品经验，计算机相关背景，有独立项目经验
（产品方向：Web端+手机wap端）
联系人：王占佺

",统招本科,20-30岁,互联网产品经理/主管
19-30万," 
北京
",北京泰迪熊移动科技有限公司,公司规模：100-499人,"股票期权,带薪年假,交通补助,弹性工作,发展空间大,定期体检,节日礼物,五险一金,休闲餐点,午餐补助,优秀员工奖,绩效奖金",3年以上经验,公司地址：北京市朝阳区建国门外大街88号SOHO现代城D座1111,"岗位职责：
1. 负责数据产品的需求调研、数据生产方案、数据接口产品设计、数据模型/规则搭建等工作；　
2. 跟踪、分析、挖掘产品的客户需求，并能结合公司整体的业务规划，进行需求评估；
3. 跟踪协调产品研发进度，把握产品质量，协调产品的交付；
4. 制定数据运营流程并不断改进，指导运营团队持续提升数据质量
5. 制定数据产品的商业化方向，与商务团队一起实施。
任职要求：
1. 负责过数据分析、数据挖掘、数据可视化、在线数据接口相关产品经验
2. 对主流大数据产品、数据搜集方式、数据变现方式的发展趋势有深入了解；
3. 掌握数据分析技能，会用数据分析工具，总结归纳能力强
4. 具有优秀的表达、沟通与协调能力、团队合作精神、保密意识。
5. 具有一定英语水平，浏览英文网站无障碍

",统招本科,年龄不限,数据产品经理
11-20万," 
广州-天河区
",广州壹乾壹坤投资管理有限公司,公司规模：100-499人,"股票期权,绩效奖金,午餐补助,年度旅游,节日礼物,领导好,扁平管理,技能培训,岗位晋升,团队聚餐,发展空间大,优秀员工奖,在职分红,五险",3年以上经验,公司地址：白云大道北汇金广场,"岗位职责：
1、负责公司产品的调研、分析与产品设计；
2、负责公司产品的用户需求分析，产品版本管理工作；
3、协调各部门资源和支持，快速、高效推动产品的设计和研发；
4、对现有产品的可用性测试和评估，提出改进方案，持续优化产品的用户体验；
5、负责维护和更新界面设计标准和规范；负责标准和规范的实施；
6、参与界面设计流程的完善和优化工作；
7、有电商、直播、ERP、微信相关产品经验优先。
岗位要求：
1、熟练使用各种原型工具，能制作prd等产品文档；
2、良好的语言和口头表达能力，较强的沟通协调能力；
3、2年以上互联网产品经理工作经验,有O2O产品经验优先，具有产品前瞻性思考能力及强烈的创新意识；
4、热爱互联网产品，能独立进行相关产品设计、规划及项目跟进，web产品及移动产品设计能力、表达沟通能力；
5、良好的跨团队协作能力，与各部门人员密切合作。
我们给予的：
1、每月除月薪外，还可以享受丰厚的奖金；
2、入职当月即购买社会保险，每月会有员工经费供员工零食及咖啡等；
3、公司实行股权激励制度，争取所有员工都是公司的股东；
4、优美安静的工作环境，处于广州的黄金地带；
5、有激情昂扬的团队，带领你冲锋高薪的巅峰；
6、每年有1-2次员工旅游；
7、实行五天八小时工作制；
8、年底会有让你惊喜交集的联欢晚会，奖品更是让你无比惊喜。
     加入我们的团队，相信不会让你失望，带给你的只会是惊喜，让你领略电商行业的巅峰，让你领略真正的高收入，有时间就到我们公司看看吧，我司是否合适你，只有看了谈了才知道，随时欢迎您的到来......
                            ",大专及以上,年龄不限,产品经理 (电商)
10-20万," 
北京-朝阳区
",北京币码网络科技有限公司,公司规模：1-49人,"弹性工作,五险一金,带薪年假,技能培训,团队聚餐,年终奖金,生活补助,岗位晋升,交通补助,通讯津贴,团建活动",2年以上经验,公司地址：北苑路170号凯旋中心C座2006,"岗位职责：
1、负责公司运营的平台的功能优化，跟随团队一起拓展新的业务发展方向。
2、负责产品需求调研，挖掘、把握、引导客户及市场需求。
3、负责市场竞品分析，了解分析市场同类产品优劣，挖掘竞争优势。
4、负责需求分析，原型设计，完成产品的功能设计、规划方案、商业模式。
5、协助技术团队进行项目管理并完成产品规划。
6、负责对项目进行持续改进，分析产品运营数据，研究产品发展趋势及迭代方案。
7、关注互联网、电商行业发展，对新应用和新技术较敏感，对业界发展趋势有独到见解。
任职资格：
1、本科以上学历，2年以上互联网产品工作经验，有ToB方向产品设计经验优先，熟练使用PPT/Word/Visio/Axure等软件工具。
2、曾经组织过或者完整参与过产品的设计、研发、推广、优化的完整过程。对网站交互设计、用户体验、界面有较强的把控经验。
3、具有丰富的产品想象力，创新能力以及逻辑思维能力，深度理解用户需求和市场现状。
4、具备熟练的数据分析、总结能力，能够通过各种数据的收集、归纳、分析，对产品的设计进行及时的调整及改进。
5、具备很强的沟通技巧，与研发、市场、运营等团队成员开展有效沟通。
6、工作积极，有上进心，能吃苦耐劳。
                            ",本科及以上,年龄不限,产品经理
21-42万," 
北京
",新浪微博,公司规模：500-999人,"平台大,技术氛围好,发展空间大,核心项目",1年以上经验,公司地址：北京市海淀区西北旺东路10号院8号楼新浪总部大厦,"岗位职责：
1. 通过用户搜索行为研究，发掘产品优化改进点，并推动执行，不断改进微博搜索热门文章模块体验，提升模块各项数据指标；
2. 通过数据分析，规划和制定热门文章搜索相关的策略逻辑。
3. 主要方向（包含但不限于）：需求分析、数据分析、策略制定。
岗位要求：
1. 有一年以上搜索策略产品或资讯产品经验
2. 计算机或理工科专业背景优先；
3. 对产品工作抱有极大热情，对搜索领域有很大兴趣；
                            ",本科及以上,年龄不限,搜索产品经理（热门文章方向）
10-20万," 
上海
",钢银电子商务,公司规模：2000-5000人,"公司规模大,五险一金,定期体检,带薪年假,交通补助,午餐补助,领导好,管理规范,优秀员工奖,发展空间大,绩效奖金,节日礼物,技能培训,岗位晋升,车辆津贴,子女福利",1年以上经验,公司地址：上海宝山区园丰路68号,"任职资格：
1、负责后端和终端产品的功能设计；
2、负责产品相关文档撰写并编写用户手册；
3、负责对后端和终端产品进行持续优化，提升内部运营效率；
4、平台产品实施的过程管理、跨部门合作，沟通及收集反馈，并协调资源确保产品顺利发展；
5.收集和跟踪已上线系统的用户反馈，在分析和论证后，制定后期改造计划；
6.负责新需求上线前的检查工作。
任职要求：
1.本科及以上学历，工作2年及以上，互联网行业或仓储行业产品相关工作背景优先；
2.熟悉需求调研方法，较强的业务流程及业务模型分析设计能力；善于控制需求，进行版本范围及项目范围管理；丰富的沟通经验，能快速把握需求的核心要点；
3.熟悉软件工程理论，掌握产品需求获取与分析方法；
4.具有较强的逻辑抽象分析能力，敏锐的业务需求分析和业务数据建模能力，熟悉axure、visio等相关原型、建模工具者优先；
5.有较强的团队协作精神，有效的沟通技巧，在团队协作中具有精炼思维和解决复杂问题的能力，具备良好的学习能力。
福利待遇：
1、带薪培训：系统化培训体系，新员工带薪培训；
2、社会保险：提供完整的五险一金；
3、各类补贴：享受员工的交通补贴、午餐津贴等；
4、法定假日：法定节假日礼品及祝福；
5、生日祝福：员工生日的礼物及祝福活动；
6、班车服务：免费提供6条不同线路的班车上下班；
7、带薪年假：按照劳动法实行带薪年休假制度；

",本科及以上,年龄不限,产品经理
